,msg_id,user_name,user_order,season,episode_number,episode_title,quote_order,quote
4406,4406,Monica,617,1,18,All The Poker,170,"OK, we done with the chit-chat? Are we ready to play some serious poker?"
4407,4407,Phoebe,484,1,18,All The Poker,171,"(holding a card and waving it in front of her face) Hey you guys, look, the one-eyed jack follows me wherever I go. (they look at her) Right, OK, serious poker."
4408,4408,Monica,618,1,18,All The Poker,172,"Excuse me, where are you going?"
4409,4409,Ross,665,1,18,All The Poker,173,Uh... to the bathroom.
4410,4410,Monica,619,1,18,All The Poker,174,"Do you want to go to the bathroom, or do you wanna play poker?"
4411,4411,Ross,666,1,18,All The Poker,175,I want to go to the bathroom. (exits)
4412,4412,Joey,453,1,18,All The Poker,176,"Alright, well, I'm gonna order a pizza. (gets up)"
4413,4413,Rachel,565,1,18,All The Poker,177,"Oh no-no-no-no-no, I'm still waiting to hear from that job and the store closes at nine, so you can eat then."
4414,4414,Joey,454,1,18,All The Poker,178,That's fine. I'll just have a Tic-Tac to hold me over.
4415,4415,Monica,620,1,18,All The Poker,179,"Alright, Cincinnati, no blinds, everybody ante. (deals cards)"
4416,4416,Phoebe,485,1,18,All The Poker,180,(looks at her cards) Yes! (everyone looks at her) .... or no.
4417,4417,Ross,667,1,18,All The Poker,181,"Alright. (to Rachel): Your money's mine, Green."
4418,4418,Rachel,566,1,18,All The Poker,182,"Your fly is open, Geller. (he checks it, and zips up)"
4419,4419,Phoebe,486,1,18,All The Poker,183,"You guys, you know what I just realized? 'Joker' is 'poker' with a 'J.' Coincidence?"
4420,4420,Chandler,613,1,18,All The Poker,184,"Hey, that's... that's 'joincidence' with a 'C'!"
4421,4421,Joey,455,1,18,All The Poker,185,Uh... Phoebe? Phoebe?
4422,4422,Phoebe,487,1,18,All The Poker,186,Yeah. Um... I'm out. (throws in cards)
4423,4423,Rachel,567,1,18,All The Poker,187,I'm in.
4424,4424,Monica,621,1,18,All The Poker,188,Me too.
4425,4425,Joey,456,1,18,All The Poker,189,"Me too. Alright, whattaya got."
4426,4426,Ross,668,1,18,All The Poker,190,"Well, you better hop outta the shower, cause... I gotta flush. (lays down cards)"
4427,4427,Rachel,568,1,18,All The Poker,191,"Well, well, well, hop back in bucko, cause I got four sixes! (lays down cards) I won! I actually won! Oh my God! Y'know what? (collects chips) I think I'm gonna make a little Ross pile. (holds up a chip) I think that one was Ross's, and I thinkohthat one was Ross's. Yes! (Starts singing): Well, I have got your money, and you'll never see it..."
4428,4428,Rachel,569,1,18,All The Poker,192,And your fly's still open...
4429,4429,Rachel,570,1,18,All The Poker,193,"Ha, I made you look...."
4430,4430,Rachel,571,1,18,All The Poker,194,I couldn't be inner. Monica?
4431,4431,Phoebe,488,1,18,All The Poker,195,"Monica, in or out?"
4432,4432,Monica,622,1,18,All The Poker,196,(slams down cards) I hate this game!
4433,4433,Phoebe,489,1,18,All The Poker,197,"OK Joey, your bet."
4434,4434,Joey,457,1,18,All The Poker,198,"Ahhh, I fold like a cheap hooker who got hit in the stomach by a fat guy with sores on his face. (the girls look at him, confused) Oh, I'm out."
4435,4435,Phoebe,490,1,18,All The Poker,199,Ross?
4436,4436,Ross,669,1,18,All The Poker,200,"Oh, I am very in."
4437,4437,Phoebe,491,1,18,All The Poker,201,Chandler?
4438,4438,Chandler,614,1,18,All The Poker,202,Couldn't be more out. (throws in cards)
4439,4439,Phoebe,492,1,18,All The Poker,203,Me too. Rachel.
4440,4440,Rachel,572,1,18,All The Poker,204,"Uh, I will see you... and I'll raise you. (throws chips in pot) What do you say... want to waste another buck?"
4441,4441,Ross,670,1,18,All The Poker,205,"No, not this time. (he folds) So... what'd you have?"
4442,4442,Rachel,573,1,18,All The Poker,206,I'm not telling. (collects chips)
4443,4443,Ross,671,1,18,All The Poker,207,"Come on, show them to me. (reaches for her cards, Rachel covers them up)"
4444,4444,Rachel,574,1,18,All The Poker,208,No..!
4445,4445,Ross,672,1,18,All The Poker,209,Show them to me!
4446,4446,Rachel,575,1,18,All The Poker,210,Get your hands out of there! No!
4447,4447,Ross,673,1,18,All The Poker,211,Let me see! Show them!
4448,4448,Chandler,615,1,18,All The Poker,212,"Y'know, I've had dates like this."
4449,4449,Rachel,576,1,18,All The Poker,213,"(deals new hand) Boy, you really can't stand to lose, can you? Your whole face is getting red... little veins popping out on your temple..."
4450,4450,Phoebe,493,1,18,All The Poker,214,Plus that shirt doesn't really match those pants.
4451,4451,Ross,674,1,18,All The Poker,215,"First of all, I'm not losing..."
4452,4452,Rachel,577,1,18,All The Poker,216,"Oh, you are losing. Definitely losing. (phone rings)"
4453,4453,Ross,675,1,18,All The Poker,217,Let's not talk about losing. Just deal the...
4454,4454,Rachel,578,1,18,All The Poker,218,"(answering phone) Hel-lo, Rachel Green."
4455,4455,Ross,676,1,18,All The Poker,219,"(mimicking Rachel) Mee mee, mee-mee mee."
4456,4456,Rachel,579,1,18,All The Poker,220,(on phone) Excuse me. (covers up phone; to Ross) It's about the job.
4457,4457,Rachel,580,1,18,All The Poker,221,"Barbara! Hi, how are you? (Listens) Uh-huh. (Listens) No, I understand. Yeah. Oh, oh, come on, no, I'm fine. Don't be silly. Yeah... oh, but you know, if-if anything else opens up, pleaHello? Hello? (hangs up phone, very depressed)"
4458,4458,Monica,623,1,18,All The Poker,222,"Sorry, Rach."
4459,4459,Phoebe,494,1,18,All The Poker,223,"Y'know, there's gonna be lots of other stuff."
4460,4460,Rachel,581,1,18,All The Poker,224,"Yeah...(sigh)....OK. Where were we? Oh, OK... five card draw, uh... jacks or better... nothing wild, everybody ante."
4461,4461,Joey,458,1,18,All The Poker,225,"Look, Rachel, we don't have to do this."
4462,4462,Rachel,582,1,18,All The Poker,226,"Yes, we do. (pause)"
4463,4463,Monica,624,1,18,All The Poker,227,"Alright, check."
4464,4464,Joey,459,1,18,All The Poker,228,Check.
4465,4465,Ross,677,1,18,All The Poker,229,I'm in for fifty cents. (throws it in)
4466,4466,Chandler,616,1,18,All The Poker,230,Call.
4467,4467,Phoebe,495,1,18,All The Poker,231,I'm in.
4468,4468,Rachel,583,1,18,All The Poker,232,I see your fifty cents... and I raise you... five dollars. (throws it in)
4469,4469,Ross,678,1,18,All The Poker,233,"I thought, uh... it was a fifty cent limit."
4470,4470,Rachel,584,1,18,All The Poker,234,"Well, I just lost a job, and I'd like to raise the bet five bucks. Does anybody have a problem with that?"
4471,4471,Rachel,585,1,18,All The Poker,235,(to Ross): Loser?
4472,4472,Ross,679,1,18,All The Poker,236,"No, I fold. (lays cards down, and gets up)"
4473,4473,Rachel,586,1,18,All The Poker,237,"What do you mean, you fold? Hey, come on! What is this? I thought that 'once the cards were dealt, I'm not a nice guy.' I mean, what, were you just full of it?"
4474,4474,Ross,680,1,18,All The Poker,238,I'm in. (throws in chips)
4475,4475,Rachel,587,1,18,All The Poker,239,How many you want?
4476,4476,Ross,681,1,18,All The Poker,240,One. (Rachel gives him the card.)
4477,4477,Rachel,588,1,18,All The Poker,241,Dealer takes two. (she deals herself two cards) What do you bet?
4478,4478,Ross,682,1,18,All The Poker,242,I bet two dollars. (throws it in)
4479,4479,Rachel,589,1,18,All The Poker,243,OK... see your two... and I raise you twenty. (throws it in)
4480,4480,Ross,683,1,18,All The Poker,244,"I see your twenty, raise you twenty-five. (throws it in)"
4481,4481,Rachel,590,1,18,All The Poker,245,"See your twenty-five...and...uh, Monica, get my purse."
4482,4482,Monica,625,1,18,All The Poker,246,"Rachel, there's nothing in it."
4483,4483,Rachel,591,1,18,All The Poker,247,"OK, then get me your purse."
4484,4484,Monica,626,1,18,All The Poker,248,"OK, here you go. Good luck."
4485,4485,Rachel,592,1,18,All The Poker,249,"(to Monica): Thank you. (to Ross): I saw your twenty-five, and I raise you... seven."
4486,4486,Phoebe,496,1,18,All The Poker,250,...teen! (throws in a ten-dollar bill)
4487,4487,Ross,684,1,18,All The Poker,251,"(to Joey): Joey, I'm a little shy."
4488,4488,Joey,460,1,18,All The Poker,252,"That's OK, Ross, you can ask me. What?"
4489,4489,Chandler,617,1,18,All The Poker,253,"(to Ross): What do you need, what do you need?"
4490,4490,Ross,685,1,18,All The Poker,254,Fifteen.
4491,4491,Chandler,618,1,18,All The Poker,255,"Alright, here's ten. (gives it to him)"
4492,4492,Joey,461,1,18,All The Poker,256,"Here, I got five, I got five. (Ross takes the money)"
4493,4493,Ross,686,1,18,All The Poker,257,Thank you.
4494,4494,Chandler,619,1,18,All The Poker,258,Good luck.
4495,4495,Ross,687,1,18,All The Poker,259,"(to Rachel): OK, I am calling your seventeen. What do you got?"
4496,4496,Rachel,593,1,18,All The Poker,260,(lays down cards) Full house.
4497,4497,Ross,688,1,18,All The Poker,261,You got me.
4498,4498,Joey,462,1,18,All The Poker,262,"(to Ross): Ahhh, that's alright. Y'know, that's a tough hand to beat."
4499,4499,Chandler,620,1,18,All The Poker,263,(to Ross): I thought we had them!
4500,4500,Ross,689,1,18,All The Poker,264,"Oh, well, when you don't have the cards, you don't have the cards, you know. (looks at Rachel) But, uh... look how happy she is. (smiles)"
4502,4502,Chandler,621,1,18,All The Poker,266,Airplane! Airport! Airport '75! Airport '77! Airport '79!
4503,4503,Rachel,594,1,18,All The Poker,267,"Oh, time's up."
4504,4504,Monica,627,1,18,All The Poker,268,"(pointing at the drawing, upset) Bye... bye... BIRDIE."
4505,4505,Joey,463,1,18,All The Poker,269,Oh!
4506,4506,Phoebe,497,1,18,All The Poker,270,That's a bird?
4507,4507,Phoebe,498,1,18,All The Poker,271,That's a bird!
4508,4508,Rachel,595,1,18,All The Poker,272,"OK, OK, it's my turn. (reads the answer)"
4509,4509,Chandler,622,1,18,All The Poker,273,Go.
4510,4510,Ross,690,1,18,All The Poker,274,Uh.... bean! Bean!
4511,4511,Joey,464,1,18,All The Poker,275,(triumphantly) The Unbearable Likeness of Being!
4512,4512,Rachel,596,1,18,All The Poker,276,Yes!
4513,4513,Monica,628,1,18,All The Poker,277,"That, you get? That, you get?"
4515,4515,Rachel,597,1,19,The Monkey Gets Away,1,"Okay, okay, I checked. We have: Earl Grey, English Breakfast, Cinnamon Stick, Camomile, Mint Medley, Blackberry, and.. oh, wait, there's one more, um.. Lemon Soother. You're not the guy that asked for the tea, are you? (Guy shakes his head) Okay."
4517,4517,Monica,629,1,19,The Monkey Gets Away,3,"Mail call, Rachel Green, bunk seven."
4518,4518,Rachel,598,1,19,The Monkey Gets Away,4,"Thank you. (Examines it) Oh, cool! Free sample of coffee!"
4519,4519,Monica,630,1,19,The Monkey Gets Away,5,Oh good! 'Cause where else would we get any?
4520,4520,Rachel,599,1,19,The Monkey Gets Away,6,Oh. Right. ...Oh great.
4521,4521,Monica,631,1,19,The Monkey Gets Away,7,What is it?
4522,4522,Rachel,600,1,19,The Monkey Gets Away,8,"Country club newsletter. My mother sends me the engagement notices for 'inspiration.' Oh my God! Oh my God, it's Barry and Mindy!"
4523,4523,Monica,632,1,19,The Monkey Gets Away,9,Barry who you almost...?
4524,4524,Rachel,601,1,19,The Monkey Gets Away,10,Barry who I almost.
4525,4525,Monica,633,1,19,The Monkey Gets Away,11,"And Mindy, your maid of...?"
4526,4526,Rachel,602,1,19,The Monkey Gets Away,12,"Mindy, my maid of. Oh!"
4527,4527,Monica,634,1,19,The Monkey Gets Away,13,"(Takes it) That's Mindy? Wow, she is pretty. (Sees Rachel's look) Lucky. To have had a friend like you."
4528,4528,Ross,691,1,19,The Monkey Gets Away,14,"Marcel. Bring me the rice, c'mon. Bring me the rice, c'mon. Good boy. Good boy. C'mere, gimme the rice. (Marcel brings the rice) Thank you, good boy. Well, I see he's finally mastered the difference between 'bring me the' and 'pee in the'. (Rachel ignores him) 'Bring me the' and- Rach?"
4529,4529,Rachel,603,1,19,The Monkey Gets Away,15,What?
4530,4530,Ross,692,1,19,The Monkey Gets Away,16,Hi.
4531,4531,Rachel,604,1,19,The Monkey Gets Away,17,"Oh, I'm sorry. Oh, this is so stupid! I mean, I gave Barry up, right? I should be happy for them! I am, I'm happy for them."
4532,4532,Ross,693,1,19,The Monkey Gets Away,18,Really.
4533,4533,Rachel,605,1,19,The Monkey Gets Away,19,"No. Oh, oh, I guess it would be different if I were- with somebody."
4534,4534,Ross,694,1,19,The Monkey Gets Away,20,"Whoah, uh, what happened to, uh, 'Forget relationships! I'm done with men!' The whole, uh, penis embargo?"
4535,4535,Rachel,606,1,19,The Monkey Gets Away,21,"Oh, I don't know. I guess it's not about no guys, it's about the right guy, y'know? I mean, with Barry, it was safe and it was easy, but there was no heat. With Paolo, that's all there was, was heat! And it was just this raw, animal, sexual..."
4536,4536,Ross,695,1,19,The Monkey Gets Away,22,"Wait-wait. I, I got it. I was there."
4537,4537,Rachel,607,1,19,The Monkey Gets Away,23,"Well, I mean, do you think you can ever have both? Y'know? Someone who's like, who's like your best friend, but then also can make your toes curl?"
4538,4538,Ross,696,1,19,The Monkey Gets Away,24,"Yes. Yes. Yes! Yes, I really do! In fact, it's funny, very often, someone who you wouldn't think could-could curl your toes, might just be the one who..."
4539,4539,Monica,635,1,19,The Monkey Gets Away,25,Hi.
4540,4540,Ross,697,1,19,The Monkey Gets Away,26,...Gets interrupted. Hi!
4541,4541,Rachel,608,1,19,The Monkey Gets Away,27,"Hi, how was the movie?"
4542,4542,Monica,636,1,19,The Monkey Gets Away,28,Wonderful!
4543,4543,Phoebe,499,1,19,The Monkey Gets Away,29,So good!
4544,4544,Joey,465,1,19,The Monkey Gets Away,30,Suck-fest.
4545,4545,Chandler,623,1,19,The Monkey Gets Away,31,Toootal chick-flick.
4546,4546,Phoebe,500,1,19,The Monkey Gets Away,32,"I-I'm sorry it wasn't one of those movies with, like, y'know, guns and bombs and, like, buses going really fast..."
4547,4547,Joey,466,1,19,The Monkey Gets Away,33,"Hey, I don't need violence to enjoy a movie. Just so long as there's a little nudity."
4548,4548,Monica,637,1,19,The Monkey Gets Away,34,There was nudity!
4549,4549,Joey,467,1,19,The Monkey Gets Away,35,I meant female nudity. Alright? I don't need to see Lou Grant frolicking.
4551,4551,Ross,698,1,19,The Monkey Gets Away,37,"Alright, I've gotta go. C'mon, Marcel! C'mon! We're gonna go take a bath. Yes we are, aren't we? Yes, we are."
4552,4552,Chandler,624,1,19,The Monkey Gets Away,38,"They're still just friends, right?"
4553,4553,Rachel,609,1,19,The Monkey Gets Away,39,(To Marcel) And I will see you tomorrow!
4554,4554,Ross,699,1,19,The Monkey Gets Away,40,"That's right, you're gonna spend tomorrow at Aunt Rachel's, aren't you."
4555,4555,Monica,638,1,19,The Monkey Gets Away,41,"Oh, hang on, hang on. Does Aunt Monica get a say in this?"
4556,4556,Ross,700,1,19,The Monkey Gets Away,42,"'Pwease, Aunt Monica, pwease?' Oh, unclench. You're not even gonna be there."
4557,4557,Chandler,625,1,19,The Monkey Gets Away,43,I can't believe we are even having this discussion.
4558,4558,Joey,468,1,19,The Monkey Gets Away,44,"I agree. I'm, like, in disbelief."
4559,4559,Chandler,626,1,19,The Monkey Gets Away,45,"I mean, don't you think if things were gonna happen with Rachel, they would've happened already?"
4560,4560,Ross,701,1,19,The Monkey Gets Away,46,"I'm telling you, she said she's looking for a relationship with someone exactly like me."
4561,4561,Joey,469,1,19,The Monkey Gets Away,47,She really said that?
4562,4562,Ross,702,1,19,The Monkey Gets Away,48,"Well, I added the 'exactly like me' part... But she said she's looking for someone, and someone is gonna be there tonight."
4563,4563,Joey,470,1,19,The Monkey Gets Away,49,'Tonight' tonight?
4564,4564,Ross,703,1,19,The Monkey Gets Away,50,"Well, I think it's perfect. Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey..."
4565,4565,Chandler,627,1,19,The Monkey Gets Away,51,I can't remember the last time I got a girl to take care of my monkey.
4566,4566,Ross,704,1,19,The Monkey Gets Away,52,"Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her."
4567,4567,Chandler,628,1,19,The Monkey Gets Away,53,"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used."
4568,4568,Rachel,610,1,19,The Monkey Gets Away,54,"Now, now the one in the feather boa, that's Dr. Francis. Now, she used to be a man. Okay, now look, see, there's Raven. We hate her. We're glad she's dying. Okay- (Marcel pushes down a cushion to reveal a shoe) Wh- wh- Marcel, are you playing with Monica's shoes? You know you're not supposed to pl- whoah. Marcel, did you poo in the shoe? (Takes the shoe into the kitchen) Marcel, bad monkey! Oh! Oh! (She notices the newsletter and taps the contents of the shoes onto it, then folds it shut) Sorry, Barry. Little engagement gift. I'm sure you didn't register for that. (She leaves the apartment holding the newsletter at arm's length. However, she leaves the door open. Marcel runs out in the opposite direction. There is a shot from the TV and Rachel runs back in) Who died? Who died? Roll him over! Oh, c'mon, roll him over! Oh...! Well, we know it wasn't Dexter, right Marcel? Because- (Looks down and notices he is missing) Marcel? Marc- (Notices the open door)"
4569,4569,Joey,471,1,19,The Monkey Gets Away,55,How could you lose him?
4570,4570,Rachel,611,1,19,The Monkey Gets Away,56,"I don't know. We were watching TV, and then he pooped in Monica's shoe-"
4571,4571,Monica,639,1,19,The Monkey Gets Away,57,Wait. He pooped in my shoe? Which one?
4572,4572,Rachel,612,1,19,The Monkey Gets Away,58,I don't know. The left one.
4573,4573,Monica,640,1,19,The Monkey Gets Away,59,Which ones?
4574,4574,Rachel,613,1,19,The Monkey Gets Away,60,"Oh. Oh, those little clunky Amish things you think go with everything."
4575,4575,Phoebe,501,1,19,The Monkey Gets Away,61,(Entering) Hey.
4577,4577,Phoebe,502,1,19,The Monkey Gets Away,63,"Whoah, ooh, why is the air in here so negative?"
4578,4578,Chandler,629,1,19,The Monkey Gets Away,64,Rachel lost Marcel.
4579,4579,Phoebe,503,1,19,The Monkey Gets Away,65,"Oh no, how?"
4580,4580,Monica,641,1,19,The Monkey Gets Away,66,He- he pooped in my shoe.
4581,4581,Phoebe,504,1,19,The Monkey Gets Away,67,Which one?
4582,4582,Monica,642,1,19,The Monkey Gets Away,68,Those cute little black ones I wear all the time.
4583,4583,Phoebe,505,1,19,The Monkey Gets Away,69,"No, which one? The right or left? 'Cause the left one is lucky..."
4584,4584,Rachel,614,1,19,The Monkey Gets Away,70,"C'mon, you guys, what're we gonna do, what're we gonna do?"
4585,4585,Joey,472,1,19,The Monkey Gets Away,71,Alright alright. You're a monkey. You're loose in the city. Where do you go?
4586,4586,Chandler,630,1,19,The Monkey Gets Away,72,"Okay, it's his first time out, so he's probably gonna wanna do some of the touristy things. I'll go to Cats, you go to the Russian Tea Room."
4587,4587,Rachel,615,1,19,The Monkey Gets Away,73,"Oh, my, God, c'mon, you guys! He's gonna be home any minute! He's gonna kill me!"
4588,4588,Monica,643,1,19,The Monkey Gets Away,74,"Okay, we'll start with the building. You guys take the first and second floor, Phoebe and I'll take third and fourth."
4589,4589,Rachel,616,1,19,The Monkey Gets Away,75,"Well, what'm I gonna do? What'm I gonna do?"
4590,4590,Monica,644,1,19,The Monkey Gets Away,76,"Okay, you stay here, and just wait by the phone. Spray Lysol in my shoe, and wait for Ross to kill you."
4591,4591,Rachel,617,1,19,The Monkey Gets Away,77,Anybody wanna trade? Oh...
4593,4593,Monica,645,1,19,The Monkey Gets Away,79,"Mr. Heckles, our friend lost a monkey. Have you seen it?"
4595,4595,Monica,646,1,19,The Monkey Gets Away,81,No!
4596,4596,Phoebe,506,1,19,The Monkey Gets Away,82,Why would you leave your Belgian waffle in the hall?
4598,4598,Monica,647,1,19,The Monkey Gets Away,84,A monkey. Have you seen a monkey?
4600,4600,Phoebe,507,1,19,The Monkey Gets Away,86,"Okay, thank you, Mr. Heckles. (They move off)"
4602,4602,Rachel,618,1,19,The Monkey Gets Away,88,"(On the phone) Okay, he's a, he's a black capuchian monkey with a white face... (Enter Ross) ...with, with Russian dressing and, and pickles on the side. Okay. Thanks."
4603,4603,Ross,705,1,19,The Monkey Gets Away,89,"Hey. How did, uh, how'd it go today?"
4604,4604,Rachel,619,1,19,The Monkey Gets Away,90,"Great! It went great. Really great. Hey, is that wine?"
4605,4605,Ross,706,1,19,The Monkey Gets Away,91,"Yeah. You, uh, you want some?"
4606,4606,Rachel,620,1,19,The Monkey Gets Away,92,"Oh, I would love some. But y'know what? Y'know what? Let's not drink it here. I'm feeling kinda crazy. You wanna go to Newark?"
4607,4607,Ross,707,1,19,The Monkey Gets Away,93,"Uh, okay, yeah, we could do that, but before we head off to the murder capital of the North-East, I was, uh, kinda wanting to run something by you. Y'know how we were, uh, y'know, talking before about, uh, relationships and stuff? (Uncorks the wine) Well-"
4608,4608,Rachel,621,1,19,The Monkey Gets Away,94,"Oh God, Ross, I cannot do this."
4609,4609,Ross,708,1,19,The Monkey Gets Away,95,"Okay, quick and painful. (Starts to cork the wine)"
4610,4610,Rachel,622,1,19,The Monkey Gets Away,96,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me."
4611,4611,Ross,709,1,19,The Monkey Gets Away,97,"Oh, what? What-what?"
4612,4612,Rachel,623,1,19,The Monkey Gets Away,98,Y'know Marcel?
4613,4613,Ross,710,1,19,The Monkey Gets Away,99,...Yeah?
4614,4614,Rachel,624,1,19,The Monkey Gets Away,100,"Well, I kind of... I kind of lost him."
4616,4616,Ross,711,1,19,The Monkey Gets Away,102,"(Angry) I- I- I ca- I can't believe this. I mean, all I asked you to do was keep him in the apartment."
4617,4617,Rachel,625,1,19,The Monkey Gets Away,103,"I know, I know, I'm sorry-"
4618,4618,Ross,712,1,19,The Monkey Gets Away,104,"No, y'know what, I guess it's partially my fault. Y'know, I shouldn't've, uh, asked you to start off with a monkey. I should've started you off with like a pen or a pencil."
4619,4619,Rachel,626,1,19,The Monkey Gets Away,105,"(Tearfully) Ross, I'm doing everything that I can, I've got everybody looking for him, and I- (Door buzzer goes and she runs to get it) Oh! Who is it?"
4621,4621,Rachel,627,1,19,The Monkey Gets Away,107,See? I've even called Animal Control!
4622,4622,Ross,713,1,19,The Monkey Gets Away,108,You called Animal Control?
4623,4623,Rachel,628,1,19,The Monkey Gets Away,109,Uh-huh... why... do you not like them?
4624,4624,Ross,714,1,19,The Monkey Gets Away,110,"Marcel is an illegal exotic animal. I'm not allowed to have him in the city. If they find him, they'll take him away from me."
4625,4625,Rachel,629,1,19,The Monkey Gets Away,111,"O-okay, now see, you never ever ever told us that..."
4626,4626,Ross,715,1,19,The Monkey Gets Away,112,"That's right, I.. 'cause I didn't expect you were gonna invite them to the apartment!"
4627,4627,Rachel,630,1,19,The Monkey Gets Away,113,"Hi, thanks for coming."
4629,4629,Rachel,631,1,19,The Monkey Gets Away,115,"Oh, y'know what? That was a complete misunderstanding! (Ross puts his arms around her and they act all sweetness and light)"
4630,4630,Ross,716,1,19,The Monkey Gets Away,116,"Yeah, we thought we had a monkey, but we-we didn't."
4631,4631,Rachel,632,1,19,The Monkey Gets Away,117,Turned out it was a hat.
4632,4632,Ross,717,1,19,The Monkey Gets Away,118,Cat!
4633,4633,Rachel,633,1,19,The Monkey Gets Away,119,Cat! What'm I saying? Cat!
4634,4634,Monica,648,1,19,The Monkey Gets Away,120,"Hi. We checked the third and fourth floor, no-one's seen Marcel."
4636,4636,Ross,718,1,19,The Monkey Gets Away,122,My uncle Marcel.
4637,4637,Phoebe,508,1,19,The Monkey Gets Away,123,"Oh, is that who the monkey's named after?"
4639,4639,Phoebe,509,1,19,The Monkey Gets Away,125,Oh my God. You'd put that poor little creature in jail?
4640,4640,Monica,649,1,19,The Monkey Gets Away,126,"Pheebs, you remember how we talked about saying things quietly to yourself first?"
4641,4641,Phoebe,510,1,19,The Monkey Gets Away,127,"Yes, but there isn't always time!"
4642,4642,Monica,650,1,19,The Monkey Gets Away,128,"Look. I'm sure there's some friendly way to reconcile this! Um, have a seat. First of all, we haven't been introduced, I'm Monica Geller."
4644,4644,Rachel,634,1,19,The Monkey Gets Away,130,Yeah!
4646,4646,Rachel,635,1,19,The Monkey Gets Away,132,Luisa? Oh my God! Monica! It's Luisa!
4647,4647,Monica,651,1,19,The Monkey Gets Away,133,The Luisa from home room!
4648,4648,Rachel,636,1,19,The Monkey Gets Away,134,Yes!!
4650,4650,Monica,652,1,19,The Monkey Gets Away,136,"No, none at all."
4651,4651,Rachel,637,1,19,The Monkey Gets Away,137,None.
4653,4653,Monica,653,1,19,The Monkey Gets Away,139,"Oh, I'm- I'm so sorry!"
4655,4655,Rachel,638,1,19,The Monkey Gets Away,141,What?!
4656,4656,Monica,654,1,19,The Monkey Gets Away,142,"Be that as it may, d'you think you could just help us out here on that monkey thing? Y'know, just for old times' sake? Go Bobcats?"
4658,4658,Phoebe,511,1,19,The Monkey Gets Away,144,Dun-dun-duuuur! Sorry.
4659,4659,Chandler,631,1,19,The Monkey Gets Away,145,Marcel?
4660,4660,Joey,473,1,19,The Monkey Gets Away,146,Marcel?
4661,4661,Chandler,632,1,19,The Monkey Gets Away,147,Marcel?
4662,4662,Joey,474,1,19,The Monkey Gets Away,148,Marcel?
4664,4664,Chandler,633,1,19,The Monkey Gets Away,150,"Um, we're kind of having an emergency and we-we were looking for something..."
4665,4665,Joey,475,1,19,The Monkey Gets Away,151,A monkey.
4666,4666,Chandler,634,1,19,The Monkey Gets Away,152,Yes have you seen any?
4668,4668,Joey,476,1,19,The Monkey Gets Away,154,"Um, sure! Did you, uh, did you try turning the knob back the other way?"
4670,4670,Joey,477,1,19,The Monkey Gets Away,156,"Oh. Then, no."
4673,4673,Chandler,635,1,19,The Monkey Gets Away,159,"Oh, nononowaitwaitwaitnono! Uh... we may not know anything about radiators per se, but we do have a certain amount of expertise in the heating and cooling... mileu."
4674,4674,Joey,478,1,19,The Monkey Gets Away,160,"Uh, aren't we kind of in the middle of something here?"
4675,4675,Chandler,636,1,19,The Monkey Gets Away,161,"Yes, but these women are very hot, and they need our help! And they're very hot."
4676,4676,Joey,479,1,19,The Monkey Gets Away,162,"We can't, alright? (To the women) We're sorry. You have no idea how sorry, but... We promised we'd find this monkey. If you see him, he's about yea high and answers to the name Marcel, so if we could get some pictures of you, you'd really be helping us out."
4677,4677,Chandler,637,1,19,The Monkey Gets Away,163,"Okay, from now on, you don't get to talk to other people."
4678,4678,Joey,480,1,19,The Monkey Gets Away,164,Marcel?
4679,4679,Chandler,638,1,19,The Monkey Gets Away,165,Marcel?!
4680,4680,Phoebe,512,1,19,The Monkey Gets Away,166,Marcel?
4681,4681,Monica,655,1,19,The Monkey Gets Away,167,Marcel?
4682,4682,Phoebe,513,1,19,The Monkey Gets Away,168,Marcel?
4684,4684,Phoebe,514,1,19,The Monkey Gets Away,170,Oh-my-God!
4685,4685,Monica,656,1,19,The Monkey Gets Away,171,Whaaat!
4686,4686,Phoebe,515,1,19,The Monkey Gets Away,172,Something just brushed up against my right leg!
4687,4687,Monica,657,1,19,The Monkey Gets Away,173,What is it?
4688,4688,Phoebe,516,1,19,The Monkey Gets Away,174,"Oh, it's okay, it was just my left leg."
4689,4689,Monica,658,1,19,The Monkey Gets Away,175,"Look, Phoebe!"
4690,4690,Phoebe,517,1,19,The Monkey Gets Away,176,"Yeah! Oh, c'mere, Marcel! Oh, Marcel, c'mere!"
4692,4692,Monica,659,1,19,The Monkey Gets Away,178,What're you gonna do?
4694,4694,Monica,660,1,19,The Monkey Gets Away,180,"Run, Marcel, run! Run, Marcel! (Marcel runs off and Luisa runs after him. Monica goes to check up on Phoebe) Are you okay?"
4695,4695,Phoebe,518,1,19,The Monkey Gets Away,181,"Yeah, think so. Oh! (She notices the tranquiliser dart has hit her in the butt and removes it) Huh. (Sways back) Whoah."
4696,4696,Monica,661,1,19,The Monkey Gets Away,182,Oh gosh.
4697,4697,Ross,719,1,19,The Monkey Gets Away,183,Marcel?
4698,4698,Rachel,639,1,19,The Monkey Gets Away,184,Marcel?
